mass,logg,Teff
1.1517022723339254,4.432278765298551,6210.709901292657
1.1647879054674766,4.424043973106783,6249.52698302539
1.1781548947677287,4.415766460675817,6289.002455089091
1.1979016765897823,4.403724782525044,6347.191603021815
1.2241375561937369,4.388360798053596,6424.006728590513
1.2361512810141435,4.381494708292909,6459.262590883259
1.260818853674382,4.367884513522207,6531.661304066155
1.280796449201822,4.357520238697131,6590.386648184427
1.298332592305159,4.348728130773252,6642.671024870765
1.3154476635996053,4.340565861655547,6693.5479360867985
1.332665196191806,4.332766295947429,6744.6982451441445
1.347830591089172,4.326172561864277,6790.309015910426
1.3610138175423552,4.320610902632748,6830.496828446408
1.3765419425597836,4.314623554895394,6878.105698027845
1.3941328342345805,4.308324732866081,6933.0951671723915
1.4126664053237097,4.302338365675806,6991.686780779088
