,teff,logg,ebv,hcam:gtc:u_s,hcam:gtc:g_s,hcam:gtc:r_s,hcam:gtc:i_s,hcam:gtc:z_s,sdss:u,sdss:g,sdss:r,sdss:i,sdss:z,u-g,g-r,r-i,i-z,g-i,u-u_s,g-g_s,r-r_s,i-i_s,z-z_s
20,4814.03070357739,4.628043688331648,0.0,-34.70479668770694,-36.81070131516556,-37.58101133420977,-37.84534884056424,-37.97724840112663,-34.56539495810934,-36.76283244224132,-37.576266669996016,-37.827704466332676,-37.968863243608624,2.1974374841319815,0.8134342277546978,0.25143779633665986,0.1411587772759475,1.0648720240913576,-0.13940172959760133,-0.04786887292424069,-0.004744664213752969,-0.017644374231565507,-0.008385157518006281
21,4862.902713431547,4.623927155312174,0.0,-34.82749589513362,-36.94002154770989,-37.67729258615439,-37.924155546459,-38.04810724943812,-34.68086799620343,-36.897173653208846,-37.67296666978841,-37.907260406354936,-38.04005143246086,2.216305657005414,0.7757930165795628,0.23429373656652785,0.1327910261059202,1.0100867531460906,-0.14662789893019124,-0.04284789450104398,-0.004325916365978344,-0.016895140104061568,-0.008055816977261543
22,4914.899272888631,4.619620980760366,0.0,-34.9795069818498,-37.03849798419543,-37.7526999468482,-37.98663417835656,-38.10442731265856,-34.81899207998944,-36.99765031129092,-37.74846072972526,-37.97004787882313,-38.09693901963318,2.178658231301476,0.7508104184343409,0.22158714909787136,0.12689114081005215,0.9723975675322123,-0.16051490186035977,-0.04084767290451197,-0.004239217122943728,-0.016586299533429383,-0.007488293025375015
23,4965.314236698986,4.615490284328205,0.0,-35.18308325946399,-37.07292736249167,-37.78122748443505,-38.010375402133846,-38.12533200462262,-35.000131182523546,-37.02857921744255,-37.77644227570316,-37.993170209185955,-38.11899099795414,2.028448034919002,0.747863058260613,0.21672793348279384,0.1258207887681877,0.9645909917434068,-0.18295207694044535,-0.044348145049120546,-0.0047852087318887015,-0.017205192947891135,-0.006341006668478144
24,5014.2658270321845,4.611520798018801,0.0,-35.30493474322966,-37.12312005087435,-37.827852577207814,-38.04997840753086,-38.159011369869404,-35.129225130323306,-37.07759876929731,-37.82318915776562,-38.033218166071045,-38.15345446891249,1.9483736389740045,0.7455903884683082,0.21002900830542615,0.12023630284144815,0.9556193967737343,-0.17570961290635267,-0.04552128157703805,-0.004663419442195504,-0.016760241459813585,-0.005556900956911193
25,5061.859115298211,4.607699945127035,0.0,-35.3013608120533,-37.20608483213131,-37.91186684159375,-38.12273039102831,-38.21927703573678,-35.18617435564262,-37.16384507372399,-37.908634562947185,-38.10857679734519,-38.21376843352313,1.9776707180813702,0.7447894892231943,0.19994223439800152,0.10519163617794192,0.9447317236211958,-0.11518645641067593,-0.04223975840731953,-0.0032322786465641684,-0.014153593683126076,-0.005508602213652125
26,5114.2071410342705,4.6035649119398805,0.0,-35.36874181441792,-37.29715781293612,-37.985169066522545,-38.18676776581097,-38.271462127427164,-35.286853085327664,-37.257220225578706,-37.98298640861974,-38.17461410886053,-38.266245155254104,1.9703671402510423,0.7257661830410314,0.19162770024079379,0.091631046393573,0.9173938832818251,-0.08188872909025946,-0.03993758735741437,-0.00218265790280725,-0.012153656950438574,-0.0052169721730592755
27,5166.605588956588,4.599474459706889,0.0,-35.60822100499076,-37.40138784991871,-38.023910992913386,-38.220562901201205,-38.29521533285808,-35.48569031402006,-37.36158789678393,-38.02186325850159,-38.208935680035374,-38.290929582149815,1.8758975827638693,0.6602753617176589,0.18707242153378445,0.08199390211444069,0.8473477832514433,-0.12253069097069869,-0.03979995313478213,-0.002047734411796398,-0.011627221165831259,-0.004285750708262981
28,5217.492058867277,4.595541998974125,0.0,-35.708182238975205,-37.45724447920826,-38.05002050534271,-38.24093619696684,-38.31000482233445,-35.562323367889505,-37.41656461285919,-38.0484382949302,-38.22937027325378,-38.30632877130644,1.8542412449696855,0.63187368207101,0.18093197832357788,0.07695849805266164,0.8128056603945879,-0.14585887108570006,-0.04067986634907328,-0.001582210412507834,-0.011565923713064308,-0.003676051028008942
29,5266.974086117566,4.591755264532928,0.0,-35.61720317269177,-37.44088103278043,-38.057593387846346,-38.24038323707925,-38.311287816868465,-35.458662549798966,-37.39746140353094,-38.05709063909329,-38.22801581632089,-38.307714889844384,1.9387988537319742,0.659629235562349,0.17092517722760192,0.07969907352349281,0.8305544127899509,-0.1585406228928008,-0.04341962924949172,-0.0005027487530568919,-0.01236742075835906,-0.003572927024080741
30,5315.191668044569,4.588100255578696,0.0,-35.62748982810349,-37.47863645853899,-38.096724719599784,-38.27211867386389,-38.3394091112025,-35.46911582351074,-37.43504430289389,-38.09654491266467,-38.25979182040053,-38.33615441856148,1.9659284793831517,0.6615006097707763,0.1632469077358607,0.07636259816094793,0.824747517506637,-0.1583740045927513,-0.04359215564510066,-0.00017980693511532309,-0.012326853463363818,-0.003254692641021961
31,5366.416158813007,4.583585671193459,0.0,-35.849409845738215,-37.627458064831394,-38.20140853612658,-38.37129817015507,-38.42361018734186,-35.71507054420527,-37.5886255145212,-38.20007177604023,-38.36075907732587,-38.42110097194695,1.8735549703159293,0.6114462615190348,0.16068730128564113,0.0603418946210752,0.7721335628046759,-0.13433930153294682,-0.03883255031019672,-0.0013367600863460893,-0.010539092829198182,-0.0025092153949088924
32,5406.601382579135,4.577764690037575,0.0,-35.99438787260754,-37.72098544947468,-38.26700030290423,-38.433058854106406,-38.476366474830044,-35.86950263532466,-37.68471387009128,-38.2648991250866,-38.42361029867755,-38.47429063941612,1.8152112347666218,0.580185254995321,0.15871117359095166,0.05068034073856609,0.7388964285862727,-0.12488523728288214,-0.03627157938340275,-0.002101177817628752,-0.009448555428853922,-0.002075835413926086
33,5445.45121349012,4.572164715697319,0.0,-36.111443540653774,-37.755304399330804,-38.284496411977585,-38.44548093167621,-38.48723988810751,-35.980984906132846,-37.719270149674976,-38.28174083277212,-38.43648919028173,-38.485167583244866,1.7382852435421299,0.5624706830971462,0.1547483575096109,0.04867839296313292,0.7172190406067571,-0.13045863452092732,-0.036034249655827466,-0.002755579205462766,-0.008991741394474673,-0.002072304862643648
34,5483.061164732847,4.566768357419289,0.0,-36.21665124073304,-37.78831703385017,-38.30248823623101,-38.458518728544384,-38.49884961302544,-36.0829603569927,-37.752508673811064,-38.299100784363176,-38.44996576068695,-38.49678656069667,1.6695483168183642,0.5465921105521119,0.15086497632377416,0.04682080000971922,0.697457086875886,-0.13369088374034277,-0.03580836003910548,-0.0033874518678302934,-0.008552967857433202,-0.0020630523287721303
35,5519.712115713768,4.561532674666033,0.0,-36.21665143960457,-37.78619226569033,-38.29526140750284,-38.444278524269784,-38.48449003281483,-36.065163947420025,-37.75014878880293,-38.29232454299143,-38.43615574417196,-38.48224728546799,1.6849848413829065,0.5421757541884986,0.14383120118053228,0.04609154129602899,0.6860069553690309,-0.15148749218454327,-0.03604347688740006,-0.002936864511411841,-0.008122780097821192,-0.0022427473468411563
36,5561.041052035265,4.555667480415672,0.0,-36.107315864870316,-37.74657527815329,-38.258974484863735,-38.39739428166751,-38.43894335938691,-35.912427509969994,-37.70971496310881,-38.25769704232302,-38.389796227772166,-38.43625804017056,1.7972874531388143,0.5479820792142078,0.13209918544914956,0.04646181239839109,0.6800812646633574,-0.1948883549003213,-0.0368603150444784,-0.0012774425407187096,-0.007598053895343071,-0.002685319216354287
37,5601.134241808686,4.550003956610644,0.0,-35.99383468986125,-37.70828883239183,-38.22320772445722,-38.35084226954049,-38.39373135874731,-35.745103009148814,-37.67057406259484,-38.22363140988532,-38.343789324759534,-38.39058073418822,1.9254710534460244,0.5530573472904834,0.12015791487421268,0.046791409428685427,0.6732152621646961,-0.24873168071243867,-0.03771476979699173,0.0004236854281032265,-0.007052944780959081,-0.0031506245590904314
38,5639.933284376499,4.544546599443834,0.0,-36.3459804191397,-37.856375319552605,-38.32374662304102,-38.45429291993188,-38.48692485172263,-36.14200654480062,-37.82097018608218,-38.3229844023568,-38.447212351256915,-38.4846687451453,1.6789636412815554,0.502014216274624,0.12422794890011346,0.03745639388838384,0.6262421651747374,-0.2039738743390771,-0.03540513347042662,-0.0007622206842157198,-0.007080568674965093,-0.0022561065773274436
39,5683.523432712695,4.537722532949512,0.0,-36.64459571284701,-38.00425765022633,-38.4283121637978,-38.56174321955888,-38.58466418473165,-36.46764073061169,-37.970881784803915,-38.42640965892822,-38.554623430341216,-38.583267105669265,1.5032410541922232,0.4555278741243072,0.1282137714129945,0.028643675328048346,0.5837416455373017,-0.17695498223531558,-0.03337586542241411,-0.00190250486957666,-0.007119789217661321,-0.001397079062385842
40,5734.811644927744,4.528855594662399,0.0,-36.583046148256095,-37.962217189849746,-38.3697539745281,-38.495465448440235,-38.521696036519735,-36.37439923565709,-37.92919054682761,-38.3677965765181,-38.4893251592392,-38.51960965019296,1.5547913111705256,0.4386060296904901,0.12152858272109768,0.03028449095376118,0.5601346124115878,-0.2086469125990078,-0.03302664302213287,-0.0019573980099991672,-0.006140289201034932,-0.0020863863267734928
41,5768.639834036402,4.522651875233878,0.0,-36.400999718423556,-37.859600255410946,-38.26444562782976,-38.3796717694282,-38.413884967591486,-36.13889990539605,-37.82620428582257,-38.262892482298035,-38.37472229476747,-38.41062292105622,1.687304380426518,0.4366881964754654,0.11182981246943768,0.03590062628875046,0.5485180089449031,-0.26209981302750407,-0.03339596958837632,-0.0015531455317230325,-0.004949474660726594,-0.0032620465352621864
42,5802.452197261415,4.5164512048031,0.0,-36.21980127619093,-37.76729253222261,-38.169876660426745,-38.272879377100594,-38.314941946193045,-35.89361845148781,-37.733709244187075,-38.168762222676804,-38.2692796216632,-38.31053520782605,1.8400907926992645,0.435052978489729,0.10051739898639767,0.041255586162847635,0.5355703774761267,-0.32618282470311755,-0.033583288035536896,-0.0011144377499405778,-0.003599755437392105,-0.004406738366995455
43,5827.099472809161,4.511747568132347,0.0,-36.436614146610644,-37.910054082780306,-38.31963383480356,-38.42245836810566,-38.45124213362657,-36.19496442907353,-37.87860875003277,-38.31822901079464,-38.41857028014122,-38.448744360296715,1.6836443209592389,0.43962026076187044,0.10034126934657905,0.03017408015549705,0.5399615301084495,-0.24164971753711484,-0.03144533274753769,-0.0014048240089223896,-0.003888087964440956,-0.0024977733298570115
44,5849.610279109918,4.507455198156729,0.0,-36.60403799489697,-38.02687296726378,-38.4418000881356,-38.54461994865926,-38.5637616113529,-36.4135474680864,-37.99698816292746,-38.44017291883864,-38.54052139851215,-38.562663652191354,1.5834406948410589,0.443184755911183,0.10034847967350657,0.022142253679206192,0.5435332355846896,-0.19049052681057077,-0.02988480433631935,-0.0016271692969596074,-0.0040985501471126895,-0.00109795916154809
45,5877.01445470439,4.502104569720419,0.0,-36.779578657491236,-38.155135102327066,-38.575623540591195,-38.67857786129808,-38.68826852418792,-36.632754957330725,-38.12679257997394,-38.57376456780465,-38.674271026338694,-38.68855440998612,1.4940376226432122,0.44697198783071457,0.10050645853404205,0.014283383647423875,0.5474784463647566,-0.14682370016051038,-0.028342522353128174,-0.0018589727865432337,-0.004306834959386663,0.00028588579819910365
46,5908.490992941211,4.4957422822993935,0.0,-36.93155975061689,-38.26423851837781,-38.67889243325895,-38.7796751478838,-38.78264070099158,-36.801406076835406,-38.236707606790866,-38.67691036111921,-38.77558142786042,-38.7836385940449,1.43530152995546,0.44020275432834666,0.09867106674121118,0.008057166184478604,0.5388738210695578,-0.13015367378148568,-0.02753091158694332,-0.0019820721397394436,-0.0040937200233770454,0.0009978930533236507
47,5938.95111110515,4.489525874516265,0.0,-37.01262959467415,-38.30310406466277,-38.68533996244385,-38.77768394441425,-38.779632921263584,-36.85102846209072,-38.27477104290738,-38.68352877361534,-38.774821386709796,-38.77981920449628,1.4237425808166648,0.4087577307079613,0.09129261309445269,0.004997817786481562,0.500050343802414,-0.161601132583435,-0.028333021755386767,-0.0018111888285048394,-0.00286255770445365,0.0001862832326935404
48,5971.063458448433,4.482813368971281,0.0,-37.09043238436474,-38.341658951106155,-38.69191973771972,-38.775275808110045,-38.77621316671983,-36.89990465516379,-38.31254375666973,-38.69031735042488,-38.773694912549466,-38.77554735370236,1.4126391015059454,0.3777735937551441,0.08337756212458913,0.0018524411528915152,0.4611511558797332,-0.1905277292009515,-0.029115194436421632,-0.0016023872948451867,-0.0015808955605791652,-0.0006658130174699295
49,6004.848644694909,4.475780740440361,0.0,-37.16149643715695,-38.37976693173901,-38.70182302009191,-38.77594148195819,-38.7756580783135,-36.947536978604845,-38.35016534564859,-38.70045815112676,-38.775519167683846,-38.77423343249531,1.4026283670437465,0.3502928054781691,0.07506101655708619,-0.0012857351885386947,0.4253538220352553,-0.21395945855210385,-0.02960158609042196,-0.0013648689651475365,-0.000422314274345581,-0.001424645818190129
50,6036.749374933823,4.469159646725341,0.0,-37.20623552777426,-38.41473814364475,-38.72926355790042,-38.796780384441696,-38.79404188415027,-36.989934655245605,-38.386206569863596,-38.72804780314421,-38.79646856658714,-38.79267342845199,1.3962719146179907,0.34184123328061133,0.06842076344292991,-0.0037951381351462032,0.41026199672354124,-0.21630087252865593,-0.028531573781151565,-0.0012157547562097193,-0.0003118178545591377,-0.0013684556982767049
51,6079.3493365998675,4.460228364533,0.0,-37.26815793285369,-38.461513462544644,-38.766551944679364,-38.826161033282354,-38.81988647028132,-37.05019193235942,-38.43429303364231,-38.76550241860493,-38.82598093609986,-38.81864772088102,1.3841011012828943,0.3312093849626194,0.060478517494928496,-0.007333215218842781,0.3916879024575479,-0.21796600049427184,-0.027220428902332117,-0.0010495260744320944,-0.00018009718249345497,-0.001238749400300776
52,6121.2543803772805,4.451368916452163,0.0,-37.297879154921,-38.497285986226764,-38.79109411214865,-38.84581886104846,-38.83717748411475,-37.08286956700939,-38.47107712141939,-38.79036728384604,-38.84581323709379,-38.836221418829375,1.3882075544100019,0.3192901624266469,0.05544595324775514,-0.00959181826441835,0.374736115674402,-0.2150095879116094,-0.026208864807372834,-0.000726828302610727,-5.623954663747099e-06,-0.0009560652853721763
53,6147.401104440219,4.445786077735866,0.0,-37.294106546794026,-38.51087755277102,-38.796233537288245,-38.84900774486236,-38.839982976795646,-37.082192656482725,-38.48517696882815,-38.7958108973112,-38.849158257168384,-38.839230005997365,1.4029843123454242,0.3106339284830497,0.05334735985718453,-0.009928251171018587,0.36398128834023424,-0.21191389031130115,-0.025700583942871447,-0.0004226399770459466,0.00015051230602125543,-0.0007529707982811829
54,6175.8084370941215,4.439739308582559,0.0,-37.286897776097206,-38.52263428306475,-38.79872138441802,-38.84909858070051,-38.840028095805295,-37.077285168511395,-38.49747690603833,-38.79861980513904,-38.849435273266906,-38.83944639757026,1.4201917375269346,0.3011428991007108,0.050815468127865415,-0.009988875696642197,0.3519583672285762,-0.2096126075858109,-0.025157377026417294,-0.00010157927898291064,0.0003366925663925713,-0.0005816982350310695
55,6210.709901292657,4.432278765298551,0.0,-37.24411203817387,-38.51166096404134,-38.7774355188034,-38.820533202731,-38.81607354224214,-37.02331646526511,-38.48693545110749,-38.77780156379448,-38.82133854681408,-38.81504241113687,1.4636189858423805,0.2908661126869916,0.04353698301959952,-0.006296135677210657,0.3344030957065911,-0.22079557290875584,-0.024725512933848393,0.00036604499108250366,0.0008053440830835257,-0.0010311311052646488
56,6249.52698302539,4.424043973106783,0.0,-37.11452874608051,-38.44394528141139,-38.70054513014413,-38.72393782907007,-38.73654552304675,-36.841843536401534,-38.4191330474192,-38.70168507855513,-38.72592281905203,-38.73334755219189,1.5772895110176677,0.2825520311359284,0.02423774049690053,0.0074247331398566985,0.30678977163282894,-0.2726852096789756,-0.02481223399218635,0.0011399484110015123,0.001984989981963281,-0.0031979708548632857
57,6289.002455089091,4.415766460675817,0.0,-36.971064765902575,-38.374457328191596,-38.620178924040125,-38.62058701400124,-38.65298312160339,-36.62957572697534,-38.34957609617799,-38.62219438581442,-38.62397807062208,-38.64730588129333,1.7200003692026513,0.2726182896364264,0.0017836848076626666,0.023327810671247562,0.2744019744440891,-0.3414890389272358,-0.02488123201360537,0.0020154617742917935,0.003391056620841937,-0.00567724031006378
58,6347.191603021815,4.403724782525044,0.0,-37.32000331751075,-38.559391795780044,-38.817749506193394,-38.838226917825835,-38.831547614556484,-37.133568849217276,-38.53563986756465,-38.81815684453614,-38.840435181165724,-38.83072118734815,1.402071018347371,0.28251697697149325,0.022278336629582896,-0.009713993817570099,0.30479531360107615,-0.1864344682934771,-0.023751928215396845,0.00040733834274675473,0.0022082633398881057,-0.0008264272083309265
59,6424.006728590513,4.388360798053596,0.0,-37.59002023619073,-38.77222251149492,-39.01624159226315,-39.04169339831478,-39.01380634864431,-37.45340005638988,-38.749906066132695,-39.015812621391404,-39.04402067679536,-39.01525914277847,1.2965060097428136,0.26590655525870943,0.0282080554039581,-0.028761534016894075,0.29411461066266753,-0.1366201798008504,-0.02231644536222177,-0.0004289708717450935,0.0023272784805854485,0.0014527941341597739
60,6459.262590883259,4.381494708292909,0.0,-37.519262158654904,-38.79821357123892,-39.005521008645395,-39.00933623599858,-39.00007009734355,-37.31665786937725,-38.77667853206162,-39.005827003383416,-39.01354352654242,-38.998615915833454,1.4600206626843644,0.22914847132179972,0.007716523159004396,-0.014927610708966199,0.23686499448080411,-0.20260428927765162,-0.021535039177301485,0.00030599473802084276,0.0042072905438388375,-0.0014541815100983513
61,6531.661304066155,4.367884513522207,0.0,-37.48594088952811,-38.88133795008981,-39.045222666466366,-39.0227073142099,-39.02682629010062,-37.20074853420685,-38.85975535899918,-39.04571853845633,-39.02988858992742,-39.02225020016977,1.6590068247923284,0.18596317945714702,-0.01582994852891062,-0.007638389757644859,0.1701332309282364,-0.2851923553212572,-0.021582591090627545,0.0004958719899619268,0.007181275717513813,-0.004576089930850458
62,6590.386648184427,4.357520238697131,0.0,-37.5633060252516,-38.975226856106396,-39.13192453878833,-39.10637368910592,-39.098073281104725,-37.28777980411175,-38.95227889323385,-39.1314133006867,-39.114893967968634,-39.093647342231,1.6644990891221028,0.1791344074528496,-0.016519332718068824,-0.02124662573763203,0.16261507473478076,-0.2755262211398488,-0.02294796287254286,-0.0005112381016303402,0.00852027886271145,-0.004425938873723112
63,6642.671024870765,4.348728130773252,0.0,-37.724312998563114,-39.00832576305528,-39.17120366334079,-39.150568477896144,-39.122652925409085,-37.479598010740936,-38.986452985776374,-39.17021811548981,-39.15819404705032,-39.12033053978925,1.5068549750354379,0.18376512971343573,-0.012024068439487223,-0.037863507261072016,0.1717410612739485,-0.24471498782217793,-0.021872777278908018,-0.0009855478509805948,0.007625569154178891,-0.002322385619834222
64,6693.5479360867985,4.340565861655547,0.0,-37.880358295796164,-39.029146136394154,-39.20098374677715,-39.18667876248584,-39.1385337682904,-37.66233552514302,-39.00876769051698,-39.199633192784134,-39.19302486264137,-39.138659143382064,1.3464321653739617,0.19086550226715104,-0.006608330142761076,-0.054365719259308776,0.18425717212438997,-0.21802277065314257,-0.020378445877170748,-0.0013505539930136479,0.006346100155532497,0.0001253750916632157
