,Teff,g-g_s,g-i,g-r,g_s,i-i_s,i-z,i_s,logg,r-i,r-r_s,r_s,u-g,u-u_s,u_s,z-z_s,z_s
20,10000.0,0.008497194377333983,-0.18446142906787344,-0.05981892213007711,-40.4827862151172,-0.016612921548521342,-0.18559450330464955,-40.27321467012347,8.5,-0.12464250693779633,-0.0048650508028273975,-40.40960504780696,0.30179093286644587,0.011616712042496147,-40.18411479991592,0.006331318622180504,-40.110564406989525
21,10250.0,0.008841209317793641,-0.2093864726246153,-0.07327831981521626,-40.57273522763931,-0.017679696590171545,-0.19595848163848473,-40.33682784910673,8.5,-0.13610815280939903,-0.005508741120081595,-40.48510695738622,0.3009259756146321,0.009856953979578975,-40.27282499668647,0.0042063992476357726,-40.162755463306056
22,10500.0,0.009115839272716642,-0.2329248035813123,-0.08668417731738742,-40.657656576152235,-0.01869387269120182,-0.20603023155423017,-40.396922060607004,8.5,-0.14624062626392487,-0.006088551355176719,-40.555768008206954,0.29964094494069116,0.008091312233858616,-40.356991104172685,0.0022360379223442806,-40.21182173966632
23,10750.0,0.009320582111428166,-0.25571021076707723,-0.0994623920632165,-40.73718009237019,-0.019640465220518877,-0.21537131806871201,-40.452508834271164,8.5,-0.15624781870386073,-0.006655078257153946,-40.62174203993839,0.2973969313389304,0.006541145568746742,-40.43700372448858,0.00042083099595657814,-40.25719881241893
24,11000.0,0.009513129796360431,-0.2774270237718923,-0.11161369019521317,-40.81088450933296,-0.02044655167401288,-0.22347606306150425,-40.50349780409069,8.5,-0.16581333357667916,-0.007252544967656149,-40.68250514437373,0.2934955512825397,0.005037746479409577,-40.51291357473347,-0.0012739594743464977,-40.299194333228854
25,11250.0,0.009633951884296721,-0.2978564613099408,-0.122841994591667,-40.87892629489197,-0.021232221222959424,-0.23084846830447958,-40.55020366047477,8.5,-0.1750144667182738,-0.007807994067484003,-40.73864235434852,0.28785725553500896,0.00360455622881517,-40.58503964370148,-0.002749607261677056,-40.337837806131574
26,11500.0,0.009691360913755886,-0.3170033839204791,-0.1335705532196627,-40.94206050981257,-0.02197353329413687,-0.23777211929248665,-40.5933922316842,8.5,-0.1834328307008164,-0.008312229861793696,-40.79048636581736,0.2810278188890223,0.0023016662931354404,-40.65364299630293,-0.004015561866246742,-40.3735780838196
27,11750.0,0.009697363193581054,-0.3351437571026352,-0.14388398755281884,-41.000880238096244,-0.02263677553499832,-0.24416502790155192,-40.63340234226503,8.5,-0.19125976954981638,-0.00879045647791088,-40.83850843087193,0.2735327976096613,0.0010626387906285117,-40.71871271608363,-0.0051370313416612134,-40.406737058556814
28,12000.0,0.009672401398148622,-0.35243593317558464,-0.15402817800576685,-41.05569990401211,-0.023229450564613785,-0.24994908891253687,-40.67036211887376,8.5,-0.1984077551698178,-0.009234687253659501,-40.88276463735453,0.2657581505206039,-3.9815892662886654e-05,-40.78022953620069,-0.006150558251363236,-40.437491922274475
29,12250.0,0.009626790597366153,-0.36904689608436314,-0.16388645128672863,-41.10640760984697,-0.023753872865299286,-0.2548594676016762,-40.70398005029994,8.5,-0.2051604447976345,-0.009661561770883509,-40.92323280619199,0.2582993736417478,-0.0010806943951706671,-40.837400751212684,-0.007059686266018161,-40.465814769297545
30,12500.0,0.009569400364533465,-0.3848316670864236,-0.17332989665063536,-41.1528713886128,-0.024224949151616215,-0.2592598799089032,-40.73424537201023,8.5,-0.21150177043578822,-0.010066977193794457,-40.95990511440384,0.25142943045118216,-0.0020427649448322427,-40.889829792852254,-0.007853675347753608,-40.49135676590519
31,12750.0,0.009509937646107858,-0.3993643134067213,-0.18207503010661696,-41.19388195980321,-0.02463859445623484,-0.2629983702558363,-40.76036911429414,8.5,-0.21728928330010433,-0.010439309258401863,-40.99185768279208,0.2455993801937595,-0.0029064756037726625,-40.93586616635957,-0.008508527029654545,-40.51350081146489
32,13000.0,0.00942789024134072,-0.41205676316016593,-0.18977727614964834,-41.22892082023895,-0.024992982543693643,-0.266048794606057,-40.78244318429375,8.5,-0.22227948701051758,-0.010759681272062949,-41.018955972575895,0.24041177412885162,-0.003619295079964502,-40.97546186078879,-0.009036548561752511,-40.53235082366963
33,13250.0,0.009330211678985734,-0.4239225546507157,-0.197023927418293,-41.261128201286105,-0.025300229024033172,-0.2687171124324337,-40.80257520593237,8.5,-0.2268986272324227,-0.011063324817655484,-41.04371073737117,0.2353869231253043,-0.004269394250655978,-41.01214167223116,-0.009495257914636568,-40.549663064609334
34,13500.0,0.009220393189906417,-0.4358845395218438,-0.20438615738866162,-41.29313569808055,-0.025581780600745674,-0.2712555392740441,-40.82244898476805,8.5,-0.2314983821331822,-0.01137302452018929,-41.06815612298179,0.2302304064008922,-0.004931540596189166,-41.04875335789356,-0.009937476800160994,-40.56683774929459
35,13750.0,0.009103679622924687,-0.448249302311865,-0.2120473642881464,-41.325875248926785,-0.025885331164303693,-0.27383996118284415,-40.84263693582769,8.5,-0.23620193802371858,-0.011681688591941963,-41.09304251642377,0.22494653663953557,-0.005640753000832888,-41.08618427966349,-0.010376522097310215,-40.58430578371184
36,14000.0,0.008964558734298578,-0.46082277609350086,-0.21989128037412797,-41.3594996577222,-0.026209749597306597,-0.2764987452721641,-40.8635025732971,8.5,-0.2409314957193729,-0.011980097579765925,-41.11866372103401,0.21907783699749217,-0.006373683136864372,-41.12508357885355,-0.01082587490260778,-40.60238770271963
37,14250.0,0.00879873070348225,-0.47338597148704764,-0.22777601692138205,-41.39363159487922,-0.0265260172618369,-0.2791457988614354,-40.88492087542685,8.5,-0.2456099545656656,-0.012272361297810619,-41.14478448595654,0.21248396650094747,-0.007141067175041371,-41.165207830499746,-0.011282839077139784,-40.62101825475011
38,14500.0,0.008596003969309152,-0.48571794051642314,-0.23557403056472737,-41.42789381446058,-0.026834023333528023,-0.2817899711121541,-40.90674584664132,8.5,-0.2501439099516958,-0.012549619180397542,-41.17117416074615,0.20516397961276311,-0.007941079371917681,-41.20619275150659,-0.01173466245730026,-40.640055236405395
39,14750.0,0.008374708724581126,-0.4977184905142238,-0.24321516635165352,-41.46205270630785,-0.027129760487731858,-0.2843966050696167,-40.928829746581314,8.5,-0.25450332416257027,-0.0128132294311456,-41.19764960180047,0.19711770579305465,-0.008769433733050391,-41.247790858057165,-0.012194946153762487,-40.65936795584567
40,15000.0,0.00812502238438384,-0.5092078473714352,-0.2506393186346898,-41.495875898633926,-0.027418411511057172,-0.2868487629124772,-40.95112461736705,8.5,-0.2585685287367454,-0.01304511513603046,-41.22406644247882,0.18812080820830346,-0.009588410980278184,-41.29004165706096,-0.012654941251788898,-40.67903932471384
41,15250.0,0.007844640403305903,-0.5201856113270011,-0.2578250555558341,-41.529367672553086,-0.027685341714089873,-0.28914025232721485,-40.97365207910869,8.5,-0.262360555771167,-0.013255917661616934,-41.25044205893233,0.17812584566457446,-0.010355494971697965,-41.33304169151351,-0.013098142015024905,-40.69909902648054
42,15500.0,0.007558840785371501,-0.5304910068010571,-0.264634061717544,-41.56193444652079,-0.02794211087958587,-0.2913587210741184,-40.99594248805477,8.5,-0.2658569450835131,-0.013445769333593205,-41.27629577468428,0.16763932870311749,-0.011076686315654172,-41.375659590716644,-0.013533779685715785,-40.718992098174525
43,15750.0,0.007253366630472158,-0.540225403362264,-0.27113490011245034,-41.59380646848587,-0.028177637679959844,-0.2934093026866762,-41.01815006081318,8.5,-0.26909050324981365,-0.013622355774444372,-41.301795845968506,0.15659242744789026,-0.011762347609547419,-41.41819832679796,-0.013945214053961763,-40.7389731817525
44,16000.0,0.006945968984005901,-0.5495095002566117,-0.27738242499049903,-41.625050808960424,-0.028388911264848105,-0.29531935987534297,-41.04020642845496,8.5,-0.2721270752661127,-0.01378939719793948,-41.32693301778798,0.14521389811159935,-0.012434613143938122,-41.46045632872088,-0.014347110717864098,-40.7589288691266
45,16250.0,0.0066297717378560606,-0.5583202274092187,-0.2833555708935478,-41.655596579554555,-0.028587474227236953,-0.29708283446375816,-41.06205910618024,8.5,-0.2749646565156709,-0.013943406613456943,-41.351667830309694,0.13353028415357926,-0.013071914690563347,-41.502364608972556,-0.014727914566641687,-40.77883583137708
46,16500.0,0.00630779543568849,-0.5667312296316567,-0.28907125220904817,-41.68547491286281,-0.028770790785181077,-0.29868804467241006,-41.08366509701028,8.5,-0.2776599774226085,-0.014089525906932465,-41.37600633931114,0.12165860598032907,-0.013655188210044855,-41.543853323236746,-0.015099905265543612,-40.79864793785751
47,16750.0,0.005985866216924762,-0.5747727232875093,-0.2945566463131115,-41.71474195763663,-0.02894934520459458,-0.30021098075860664,-41.105034022927605,8.5,-0.28021607697439777,-0.01422613768284009,-41.39997330742376,0.10975923876941351,-0.014216958222746712,-41.58477989442755,-0.015445994891301495,-40.81832639248229
48,17000.0,0.005667974465495718,-0.5824593441600925,-0.2998126285453111,-41.74339746954692,-0.0291125615697041,-0.3016570362714859,-41.12615758935163,8.5,-0.2826467156147814,-0.014361278666150668,-41.42355558786996,0.09787038752580912,-0.014763461573188863,-41.62509564598243,-0.015776290414052596,-40.837836824235794
49,17250.0,0.005352615331162269,-0.5898782930537081,-0.30489104759243446,-41.77149195796946,-0.029267899715648582,-0.30302078024764256,-41.14699314986894,8.5,-0.28498724546127363,-0.014491708439301476,-41.44675658660656,0.08608880868178659,-0.015292799241272803,-41.66475773471524,-0.016087775718609976,-40.85715249361834
50,17500.0,0.005042029126137493,-0.5970640154759081,-0.30980254718311784,-41.79907715576475,-0.02941242519716525,-0.3042858851175154,-41.16755868596554,8.5,-0.2872614682927903,-0.014619050250743726,-41.46961352920475,0.07442056982208811,-0.015800269529556488,-41.70381428728697,-0.01638447824604583,-40.87630074779914
51,17750.0,0.004738586532170075,-0.6040005169758729,-0.31456076191839344,-41.82617539775804,-0.029562248652311496,-0.3055203041067003,-41.18787404559769,8.5,-0.28943975505747943,-0.014746453927280356,-41.4921295953802,0.06291648009830197,-0.016286625488220352,-41.74223370563935,-0.016674966200852737,-40.89524102394245
52,18000.0,0.004443186133087806,-0.6107309746631984,-0.31917851425465216,-41.85280024539535,-0.029704255346693742,-0.30672412267159643,-41.20792182925237,8.5,-0.2915524604085462,-0.014859705079928176,-41.51431883992768,0.05163169912889032,-0.016760447635768116,-41.779964912497604,-0.0169626532855105,-40.91393930864196
53,18250.0,0.00415665043166058,-0.6172703546515521,-0.3236576394574371,-41.87901228695614,-0.029839450650584354,-0.30791140117541005,-41.22774583122234,8.5,-0.293612715194115,-0.014978161098994747,-41.53621983596805,0.04055564478741047,-0.01723183269517392,-41.817068159041895,-0.017242560209126623,-40.93243132048839
54,18500.0,0.003877432213428733,-0.6236366120344741,-0.32802401821135163,-41.90481058760891,-0.02997052753885754,-0.30907522116514485,-41.247326015822146,8.5,-0.29561259382312244,-0.015093786360345973,-41.55781535082378,0.029726989439453178,-0.017695765534625707,-41.8535104004214,-0.017515183958401792,-40.95070613823746
55,18750.0,0.0036050365505957416,-0.6298266500873382,-0.3322653343972348,-41.93020356119157,-0.03009884578212052,-0.3102365493781676,-41.266673028771514,8.5,-0.29756131569010336,-0.015206299100427145,-41.57912689114331,0.01908503090718483,-0.018149030738349836,-41.88936446299544,-0.017804609040162234,-40.968730716135305
56,19000.0,0.00334088815642275,-0.6358441045082017,-0.33638265309494386,-41.95523836626318,-0.030223962757013112,-0.3113583345783013,-41.285829410841544,8.5,-0.29946145141325786,-0.01531620690520441,-41.60019861810661,0.008626227212808146,-0.01859447205432474,-41.924676778839626,-0.01807209240342189,-40.98662294661683
57,19250.0,0.003081829263948066,-0.6417079602182767,-0.3403895868634379,-41.97991004646726,-0.03034655637809891,-0.3124604620614164,-41.30477370060694,8.5,-0.3013183733548388,-0.015424419041337956,-41.62101421129854,-0.0016347489807273519,-0.019032443917595288,-41.959430522266445,-0.018334857470620136,-41.004324937453
58,19500.0,0.002830275513282743,-0.6474406947077824,-0.3443070079639625,-42.004256172953625,-0.030467383112913637,-0.3135487154255401,-41.323517819619646,8.5,-0.3031336867438199,-0.015529718498719092,-41.64158917097766,-0.011681665985030065,-0.019463753510407855,-41.993643809914964,-0.018592184081519747,-41.0218443032255
59,19750.0,0.0025848583589933583,-0.6530381510020788,-0.3481356987093207,-42.028288509979205,-0.030585955498054318,-0.31462196189689706,-41.34207954512008,8.5,-0.30490245229275814,-0.015632392797272132,-41.66193556011362,-0.021541067200921304,-0.01988799231564542,-42.02735672650549,-0.018846372120250976,-41.039197166600985
60,20000.0,0.0023456563320607415,-0.6585101658005854,-0.35188262030322903,-42.052031382085204,-0.030701524828579352,-0.315679283226487,-41.36047403512398,8.5,-0.3066275454973564,-0.015733674809609965,-41.682069430640304,-0.031221238799133744,-0.02030457319441581,-42.06060239135786,-0.01909826321858077,-41.05639801350749
